Package Name,License,Homepage,Pypi Link,Author,Summary,Docker images
ply,BSD,http://www.dabeaz.com/ply/,https://pypi.org/project/ply/,David Beazley dave@dabeaz.com,Python Lex & Yacc,demisto/py3-native
plyara,Apache Software License,https://github.com/plyara/plyara,https://pypi.org/project/plyara/,plyara Maintainers,Parse YARA rules.,"demisto/py3-native, demisto/yarapy, demisto/taxii2"
polyswarm,MIT License,https://github.com/polyswarm/polyswarm-cli,https://pypi.org/project/polyswarm/,PolySwarm Developers info@polyswarm.io,CLI for using the PolySwarm Customer APIs,demisto/polyswarm
polyswarm-api,MIT License,https://github.com/polyswarm/polyswarm-api,https://pypi.org/project/polyswarm-api/,PolySwarm Developers info@polyswarm.io,Client library to simplify interacting with the PolySwarm consumer API,demisto/polyswarm
portalocker,PSF license,https://github.com/WoLpH/portalocker,https://pypi.org/project/portalocker/,Rick van Hattem wolph@wol.ph,Wraps the portalocker recipe for easy usage,"demisto/azure-kusto-data, demisto/py3-native, demisto/ansible-runner, demisto/auth-utils"
pre-commit,MIT License,https://github.com/pre-commit/pre-commit,https://pypi.org/project/pre-commit/,Anthony Sottile asottile@umich.edu,A framework for managing and maintaining multi-language pre-commit hooks.,"demisto/xsoar-tools, demisto/demisto-sdk"
preshed,MIT License,https://github.com/explosion/preshed,https://pypi.org/project/preshed/,Matthew Honnibal matt@explosion.ai,Cython hash table that trusts the keys are pre-hashed,"demisto/dl, demisto/dl-languages, demisto/ml"
prettytable,BSD License,https://github.com/jazzband/prettytable,https://pypi.org/project/prettytable/,Luke Maurits luke@maurits.id.au,A simple Python library for easily displaying tabular data in a visually appealing ASCII table format,"demisto/xsoar-tools-hf, demisto/xsoar-tools, demisto/demisto-sdk"
privx_api,Apache Licence 2.0,https://github.com/SSHcom/privx-sdk-for-python,,,,demisto/privx-api
prometheus-client,Apache Software License,https://github.com/prometheus/client_python,https://pypi.org/project/prometheus-client/,Brian Brazil brian.brazil@robustperception.io,Python client for the Prometheus monitoring system.,demisto/opencti-v4
prometheus_client,Apache Software License,https://github.com/prometheus/client_python,https://pypi.org/project/prometheus-client/,Brian Brazil brian.brazil@robustperception.io,Python client for the Prometheus monitoring system.,demisto/vendors-sdk
promise,MIT License,https://github.com/syrusakbary/promise,https://pypi.org/project/promise/,Syrus Akbary me@syrusakbary.com,Promises/A+ implementation for Python,demisto/gql
prompt_toolkit,BSD License,https://github.com/prompt-toolkit/python-prompt-toolkit,https://pypi.org/project/prompt-toolkit/,Jonathan Slenders,Library for building powerful interactive command lines in Python,"demisto/carbon-black-cloud, demisto/keepercommander, demisto/sublime, demisto/vmware, demisto/greynoise"
propcache,Apache Software License,https://github.com/aio-libs/propcache,https://pypi.org/project/propcache/,Andrew Svetlov andrew.svetlov@gmail.com,Accelerated property cache,"demisto/py3-tools, demisto/ansible-runner, demisto/slack, demisto/anyrun-sdk, demisto/netutils, demisto/slackv3, demisto/auth-utils"
proto-plus,Apache Software License,https://github.com/googleapis/proto-plus-python.git,https://pypi.org/project/proto-plus/,Google LLC googleapis-packages@google.com,"Beautiful, Pythonic protocol buffers.","demisto/google-cloud-securitycenter, demisto/google-cloud-translate, demisto/rubrik-polaris-sdk-py3, demisto/py3-native, demisto/google-cloud-storage, demisto/google-kms, demisto/xsoar-tools, demisto/google-k8s-engine, demisto/bigquery, demisto/google-vision-api, demisto/googleapi-python3, demisto/google-api-py3, demisto/demisto-sdk, demisto/xpanse-ml-ev2"
protobuf,3-Clause BSD License,https://developers.google.com/protocol-buffers/,https://pypi.org/project/protobuf/,,Protocol Buffers,"demisto/dl-languages, demisto/gvault, demisto/xsoar-tools-hf, demisto/google-cloud-securitycenter, demisto/fetch-data, demisto/google-api, demisto/google-cloud-translate, demisto/rubrik-polaris-sdk-py3, demisto/py3-native, demisto/google-cloud-storage, demisto/carbon-black-cloud, demisto/keepercommander, demisto/ml, demisto/google-kms, demisto/xsoar-tools, demisto/google-k8s-engine, demisto/bigquery, demisto/google-vision-api, demisto/googleapi-python3, demisto/google-api-py3, demisto/demisto-sdk, demisto/xpanse-ml-ev2"
psutil,BSD License,https://github.com/giampaolo/psutil,https://pypi.org/project/psutil/,Giampaolo Rodola g.rodola@gmail.com,Cross-platform lib for process and system monitoring in Python.,"demisto/py3-native, demisto/fastapi, demisto/keepercommander, demisto/chromium, demisto/ansible-runner, demisto/netutils, demisto/tidy"
psycopg2,"GNU Library or Lesser General Public License (LGPL), Zope Public License",http://initd.org/psycopg/,https://pypi.org/project/psycopg2/,Federico Di Gregorio fog@initd.org,psycopg2 - Python-PostgreSQL Database Adapter,demisto/psycopg2
psycopg2-binary,GNU Library or Lesser General Public License (LGPL),https://psycopg.org/,https://pypi.org/project/psycopg2-binary/,Federico Di Gregorio fog@initd.org,psycopg2 - Python-PostgreSQL Database Adapter,demisto/genericsql
pt-core-news-sm,CC BY-SA 4.0,https://explosion.ai,,Explosion AI contact@explosion.ai,"Portuguese multi-task CNN trained on the Universal Dependencies and WikiNER corpus. Assigns context-specific token vectors, POS tags, dependency parse and named entities. Supports identification of PER, LOC, ORG and MISC entities.",demisto/dl
ptyprocess,ISC License (ISCL),https://github.com/pexpect/ptyprocess,https://pypi.org/project/ptyprocess/,Thomas Kluyver thomas@kluyver.me.uk,Run a subprocess in a pseudo terminal,"demisto/ansible-runner, demisto/tidy"
py-deviceid,MIT License,,https://pypi.org/project/py-deviceid/,Microsoft Corporation <vstelinstr@microsoft.com>,A simple library to get or create a unique device id for a device in Python.,demisto/ansible-runner
py2-ipaddress,Python Software Foundation License,https://bitbucket.org/kwi/py2-ipaddress/,https://pypi.org/project/py2-ipaddress/,Søren Løvborg kwi@kwi.dk,Python 2.6 backport of 3.4's ipaddress module,demisto/exchange
py42,MIT License,https://github.com/code42/py42,https://pypi.org/project/py42/,,The Official Code42 Python API Client,demisto/py42
pyaes,MIT License,https://github.com/ricmoo/pyaes,https://pypi.org/project/pyaes/,Richard Moore pyaes@ricmoo.com,Pure-Python Implementation of the AES block-cipher and common modes of operation,demisto/threatconnect-tcex
pyaml,WTFPL,https://github.com/mk-fg/pretty-yaml,https://pypi.org/project/pyaml/,Mike Kazantsev mk.fraggod@gmail.com,PyYAML-based module to produce pretty and readable YAML-serialized data,"demisto/algorithmia, demisto/py3-native, demisto/py3-tools, demisto/py3-tools-ubi"
pyasn1,BSD License,https://github.com/etingof/pyasn1,https://pypi.org/project/pyasn1/,Ilya Etingof etingof@gmail.com,ASN.1 types and codecs,"demisto/pysmb, demisto/smb, demisto/gvault, demisto/xsoar-tools-hf, demisto/google-cloud-securitycenter, demisto/google-api, demisto/akamai, demisto/google-cloud-translate, demisto/rubrik-polaris-sdk-py3, demisto/py3-native, demisto/kubernetespy, demisto/google-cloud-storage, demisto/btfl-soup, demisto/taxii, demisto/bs4-tld, demisto/py3-tools, demisto/google-kms, demisto/ansible-runner, demisto/xsoar-tools, demisto/ldap, demisto/google-k8s-engine, demisto/bigquery, demisto/py3-tools-ubi, demisto/google-vision-api, demisto/googleapi-python3, demisto/google-api-py3, demisto/auth-utils, demisto/panw-iot, demisto/demisto-sdk, demisto/xpanse-ml-ev2"
pyasn1-modules,BSD License,https://github.com/etingof/pyasn1-modules,https://pypi.org/project/pyasn1-modules/,Ilya Etingof etingof@gmail.com,A collection of ASN.1-based protocols modules.,"demisto/gvault, demisto/xsoar-tools-hf, demisto/google-cloud-securitycenter, demisto/google-api, demisto/rubrik-polaris-sdk-py3"
pyasn1_modules,BSD License,https://github.com/pyasn1/pyasn1-modules,https://pypi.org/project/pyasn1-modules/,Ilya Etingof etingof@gmail.com,A collection of ASN.1-based protocols modules,"demisto/google-cloud-translate, demisto/py3-native, demisto/kubernetespy, demisto/google-cloud-storage, demisto/google-kms, demisto/ansible-runner, demisto/xsoar-tools, demisto/google-k8s-engine, demisto/bigquery, demisto/google-vision-api, demisto/googleapi-python3, demisto/google-api-py3, demisto/demisto-sdk, demisto/xpanse-ml-ev2"
pybase64,BSD License,https://github.com/mayeut/pybase64,https://pypi.org/project/pybase64/,Matthieu Darbois,Fast Base64 encoding/decoding,demisto/pymisp
pybind11,BSD License,https://github.com/pybind/pybind11,https://pypi.org/project/pybind11/,Wenzel Jakob wenzel.jakob@epfl.ch,Seamless operability between C++11 and Python,"demisto/dl, demisto/fasttext, demisto/dl-languages, demisto/stringsifter, demisto/ml"
pycares,MIT License,http://github.com/saghul/pycares,https://pypi.org/project/pycares/,Saúl Ibarra Corretgé s@saghul.net,Python interface for c-ares,"demisto/py3-native, demisto/slack, demisto/slackv3"
pycef,MIT License,https://github.com/DavidJBianco/pycef,https://pypi.org/project/pycef/,David J. Bianco davidjbianco@gmail.com,A very simple CEF parser.,demisto/pycef
pychrome,BSD License,https://github.com/fate0/pychrome,https://pypi.org/project/pychrome/,fate0 fate0@fatezero.org,A Python Package for the Google Chrome Dev Protocol,"demisto/py3-native, demisto/chromium"
pycodestyle,MIT License,https://pycodestyle.pycqa.org/,https://pypi.org/project/pycodestyle/,Johann C. Rocholl johann@rocholl.net,Python style guide checker,"demisto/xsoar-tools-hf, demisto/xsoar-tools, demisto/demisto-sdk"
pycountry,GNU Lesser General Public License v2 (LGPLv2),https://github.com/flyingcircusio/pycountry,https://pypi.org/project/pycountry/,Christian Theune ct@flyingcircus.io,"ISO country, subdivision, language, currency and script definitions and their translations",demisto/pycountry
pycparser,BSD License,https://github.com/eliben/pycparser,https://pypi.org/project/pycparser/,Eli Bendersky eliben@gmail.com,C parser in Python,"demisto/symantec_mss, demisto/exchangelib, demisto/ews, demisto/py2-exchangelib, demisto/smime-encrypt, demisto/ssl-analyze, demisto/azure-kusto-data, demisto/oauthlib, demisto/pyjwt3, demisto/winrm, demisto/akamai, demisto/pydantic-jwt3, demisto/python_pancloud, demisto/py-ews, demisto/resilient, demisto/axonius, demisto/sharepoint, demisto/smbprotocol, demisto/exodusintelligence, demisto/py3-native, demisto/taxii-server, demisto/teams, demisto/flask-nginx, demisto/py3-tools, demisto/keepercommander, demisto/google-kms, demisto/ansible-runner, demisto/xsoar-tools, demisto/vmware, demisto/crypto, demisto/slack, demisto/python_pancloud_v2, demisto/genericsql, demisto/py3ews, demisto/ntlm, demisto/xml-feed, demisto/pymisp2, demisto/keeper-ksm, demisto/netmiko, demisto/parse-emails, demisto/snowflake, demisto/py3-tools-ubi, demisto/oci, demisto/google-api-py3, demisto/slackv3, demisto/auth-utils, demisto/panw-iot, demisto/devo, demisto/tidy, demisto/demisto-sdk"
pycrypto,Public Domain,http://www.pycrypto.org/,https://pypi.org/project/pycrypto/,Dwayne C. Litzenberger dlitz@dlitz.net,Cryptographic modules for Python.,demisto/dl
pycryptodome,"Apache Software License, BSD License, Public Domain",https://www.pycryptodome.org,https://pypi.org/project/pycryptodome/,Helder Eijs helderijs@gmail.com,Cryptographic library for Python,"demisto/dl-languages, demisto/readpdf, demisto/py3-native, demisto/btfl-soup, demisto/taxii, demisto/bs4-tld, demisto/py3-tools, demisto/ml, demisto/chromium, demisto/ansible-runner, demisto/genericsql, demisto/py3-tools-ubi"
pycryptodomex,"Apache Software License, BSD License, Public Domain",https://www.pycryptodome.org,https://pypi.org/project/pycryptodomex/,Helder Eijs helderijs@gmail.com,Cryptographic library for Python,"demisto/joe-security, demisto/py3-native, demisto/py3-tools, demisto/vendors-sdk, demisto/keepercommander, demisto/crypto, demisto/python_pancloud_v2, demisto/py3ews, demisto/xml-feed, demisto/keeper-ksm, demisto/py3-tools-ubi, demisto/auth-utils, demisto/tidy"
pycti,Apache Software License,https://github.com/OpenCTI-Platform/client-python,https://pypi.org/project/pycti/,OpenCTI contact@opencti.io,Python API client for OpenCTI.,"demisto/opencti-v4.1.2, demisto/opencti, demisto/opencti-v4, demisto/vendors-sdk"
pydantic,MIT License,https://github.com/samuelcolvin/pydantic,https://pypi.org/project/pydantic/,Samuel Colvin s@muelcolvin.com,Data validation and settings management using python 3.6 type hinting,"demisto/dl-languages, demisto/threatconnect-tcex, demisto/pydantic-jwt3, demisto/duoadmin3, demisto/py3-native, demisto/python3-ubi, demisto/commvault, demisto/py3-tools, demisto/fastapi, demisto/vendors-sdk, demisto/keepercommander, demisto/ml, demisto/xsoar-tools, demisto/pytmv1, demisto/py42, demisto/py3-tools-ubi, demisto/google-vision-api, demisto/auth-utils, demisto/demisto-sdk"
pydantic_core,MIT License,https://github.com/pydantic/pydantic-core,https://pypi.org/project/pydantic-core/,Samuel Colvin <s@muelcolvin.com>,,"demisto/py3-native, demisto/python3-ubi, demisto/commvault, demisto/py3-tools, demisto/vendors-sdk, demisto/keepercommander, demisto/ml, demisto/pytmv1, demisto/py3-tools-ubi, demisto/google-vision-api, demisto/auth-utils"
pyee,MIT License,,https://pypi.org/project/pyee/,Josh Holbrook <josh.holbrook@gmail.com>,A rough port of Node.js's EventEmitter to Python with a few tricks of its own,demisto/keepercommander
pyflakes,MIT License,https://github.com/PyCQA/pyflakes,https://pypi.org/project/pyflakes/,A lot of people code-quality@python.org,passive checker of Python programs,"demisto/xsoar-tools-hf, demisto/vmware"
PyGithub,GNU Library or Lesser General Public License (LGPL),,https://pypi.org/project/PyGithub/,Vincent Jacques <vincent@vincent-jacques.net>,Use the full Github API v3,"demisto/xsoar-tools, demisto/demisto-sdk"
Pygments,BSD License,http://pygments.org/,https://pypi.org/project/Pygments/,Georg Brandl georg@python.org,Pygments is a syntax highlighting package written in Python.,"demisto/exchangelib, demisto/ews, demisto/py2-exchangelib, demisto/xsoar-tools-hf, demisto/py-ews, demisto/py3-native, demisto/carbon-black-cloud, demisto/polyswarm, demisto/vendors-sdk, demisto/keepercommander, demisto/ml, demisto/ansible-runner, demisto/xsoar-tools, demisto/vmware, demisto/py3ews, demisto/netmiko, demisto/gdetect, demisto/py42, demisto/demisto-sdk"
pyhcl,Mozilla Public License 2.0 (MPL 2.0),https://github.com/virtuald/pyhcl,https://pypi.org/project/pyhcl/,Dustin Spicuzza dustin@virtualroadside.com,HCL configuration parser for python,"demisto/threatconnect-tcex, demisto/hashicorp, demisto/vendors-sdk"
pyjarm,ISC,,https://pypi.org/project/pyjarm/,Andrew Scott,pyJarm is a convenience library for the JARM fingerprinting tool.,"demisto/pyjarm, demisto/py3-native, demisto/py3-tools, demisto/py3-tools-ubi"
pyjq,MIT License,http://github.com/doloopwhile/pyjq,https://pypi.org/project/pyjq/,Omoto Kenji,Binding for jq JSON processor.,demisto/jq
PyJWT,MIT License,http://github.com/jpadilla/pyjwt,https://pypi.org/project/PyJWT/,Jose Padilla hello@jpadilla.com,JSON Web Token implementation in Python,"demisto/cylance_protect_v2, demisto/twilio, demisto/smime-encrypt, demisto/pyjwt, demisto/uptycs, demisto/ssl-analyze, demisto/azure-kusto-data, demisto/oauthlib, demisto/pyjwt3, demisto/winrm, demisto/akamai, demisto/pydantic-jwt3, demisto/python_pancloud, demisto/pycef, demisto/axonius, demisto/rubrik-polaris-sdk-py3, demisto/py3-native, demisto/taxii-server, demisto/teams, demisto/flask-nginx, demisto/ansible-runner, demisto/xsoar-tools, demisto/crypto, demisto/python_pancloud_v2, demisto/py3ews, demisto/xml-feed, demisto/keeper-ksm, demisto/snowflake, demisto/auth-utils, demisto/tidy, demisto/demisto-sdk"
pykafka,Apache Software License,https://github.com/Parsely/pykafka,https://pypi.org/project/pykafka/,Keith Bourgoin and Emmett Butler pykafka-user@googlegroups.com,Full-Featured Pure-Python Kafka Client,demisto/pykafka
pykerberos,Apache Software License,,https://pypi.org/project/pykerberos/,,High-level interface to Kerberos,"demisto/exchangelib, demisto/winrm, demisto/py-ews, demisto/py3-native, demisto/auth-utils"
pykwalify,MIT License,http://github.com/grokzen/pykwalify,https://pypi.org/project/pykwalify/,Johan Andersson Grokzen@gmail.com,Python lib/cli for JSON/YAML schema validation,"demisto/xsoar-tools-hf, demisto/xsoar-tools, demisto/demisto-sdk"
pylibsrtp,BSD License,,https://pypi.org/project/pylibsrtp/,Jeremy Lainé <jeremy.laine@m4x.org>,Python wrapper around the libsrtp library,demisto/keepercommander
pyminizip,zlib/libpng License,https://github.com/smihica/pyminizip,https://pypi.org/project/pyminizip/,Shin Aoyama smihica@gmail.com,A minizip wrapper - To create a password encrypted zip file in python.,demisto/python_zipfile
pymisp,BSD License,https://github.com/MISP/PyMISP,https://pypi.org/project/pymisp/,Raphaël Vinot raphael.vinot@circl.lu,Python API for MISP.,"demisto/pymisp, demisto/pymisp2"
pymongo,Apache Software License,http://github.com/mongodb/mongo-python-driver,https://pypi.org/project/pymongo/,Bernie Hackett bernie@mongodb.com,Python driver for MongoDB <http://www.mongodb.org>,"demisto/pymongo, demisto/py3-native, demisto/py3-tools, demisto/py3-tools-ubi"
PyMySQL,MIT License,,https://pypi.org/project/PyMySQL/,"Inada Naoki <songofacandy@gmail.com>, Yutaka Matsubara <yutaka.matsubara@gmail.com>",Pure Python MySQL Driver,demisto/genericsql
PyNaCl,Apache License 2.0,https://github.com/pyca/pynacl/,https://pypi.org/project/PyNaCl/,The PyNaCl developers cryptography-dev@python.org,Python binding to the Networking and Cryptography (NaCl) library,"demisto/exodusintelligence, demisto/ansible-runner, demisto/xsoar-tools, demisto/netmiko, demisto/tidy, demisto/demisto-sdk"
pyngrok,MIT License,,https://pypi.org/project/pyngrok/,,A Python wrapper for ngrok,demisto/keepercommander
pyodbc,MIT No Attribution License (MIT-0),https://github.com/mkleehammer/pyodbc,https://pypi.org/project/pyodbc/,Michael Kleehammer <michael@kleehammer.com>,DB API module for ODBC,demisto/genericsql
pyOpenSSL,Apache Software License,https://pyopenssl.org/,https://pypi.org/project/pyOpenSSL/,The pyOpenSSL developers cryptography-dev@python.org,Python wrapper module around the OpenSSL library,"demisto/symantec_mss, demisto/smime-encrypt, demisto/ssl-analyze, demisto/azure-kusto-data, demisto/oauthlib, demisto/pyjwt3, demisto/winrm, demisto/akamai, demisto/pydantic-jwt3, demisto/python_pancloud, demisto/resilient, demisto/axonius, demisto/py3-native, demisto/taxii-server, demisto/teams, demisto/flask-nginx, demisto/keepercommander, demisto/ansible-runner, demisto/vmware, demisto/crypto, demisto/python_pancloud_v2, demisto/py3ews, demisto/xml-feed, demisto/keeper-ksm, demisto/parse-emails, demisto/snowflake, demisto/oci, demisto/auth-utils, demisto/devo, demisto/tidy"
pyopnsense2,MIT License,https://github.com/SecInfra/pyopnsense2,https://pypi.org/project/pyopnsense2/,SecInfra opensource@secinfra.fr,pyopnsense2,demisto/opnsense
pyotrs,MIT License,https://gitlab.com/rhab/PyOTRS,https://pypi.org/project/pyotrs/,Robert Habermann mail@rhab.de,Python wrapper for OTRS (using REST API),demisto/pyotrs
pypandoc,MIT License,https://github.com/JessicaTegner/pypandoc,https://pypi.org/project/pypandoc/,b'Juho Veps\xc3\xa4l\xc3\xa4inen' bebraw@gmail.com,Thin wrapper for pandoc.,"demisto/py3-native, demisto/parse-emails"
pyparsing,MIT License,https://github.com/pyparsing/pyparsing/,https://pypi.org/project/pyparsing/,Paul McGuire ptmcg@users.sourceforge.net,Python parsing module,"demisto/psycopg2, demisto/pcap, demisto/dl, demisto/dl-languages, demisto/gvault, demisto/matplotlib, demisto/google-api, demisto/rubrik-polaris-sdk-py3, demisto/py3-native, demisto/pysigma, demisto/sane-doc-reports, demisto/ml, demisto/pymisp2, demisto/parse-emails, demisto/mlurlphishing, demisto/bigquery, demisto/google-vision-api, demisto/googleapi-python3, demisto/google-api-py3"
PyPDF2,BSD License,http://mstamy2.github.com/PyPDF2,https://pypi.org/project/PyPDF2/,"Phaseit, Inc. PyPDF2@phaseit.net",PDF toolkit,"demisto/pypdf2, demisto/xsoar-tools-hf, demisto/tableau, demisto/readpdf, demisto/py3-native, demisto/chromium, demisto/xsoar-tools, demisto/demisto-sdk"
pyperclip,BSD License,https://github.com/asweigart/pyperclip,https://pypi.org/project/pyperclip/,Al Sweigart al@inventwithpython.com,A cross-platform clipboard module for Python. (Only handles plain text for now.),demisto/keepercommander
pyquery,BSD,https://github.com/gawel/pyquery,https://pypi.org/project/pyquery/,Gael Pasgrimaud gael@gawel.org,A jquery-like library for python,"demisto/pyquery, demisto/sane-doc-reports"
pyrsistent,MIT License,http://github.com/tobgu/pyrsistent/,https://pypi.org/project/pyrsistent/,Tobias Gustafsson tobias.l.gustafsson@gmail.com,Persistent/Functional/Immutable data structures,"demisto/xsoar-tools-hf, demisto/pymisp, demisto/threatconnect-tcex"
pyserial,BSD License,https://github.com/pyserial/pyserial,https://pypi.org/project/pyserial/,Chris Liechti cliechti@gmx.net,Python Serial Port Extension,demisto/netmiko
pyshark,MIT License,https://github.com/KimiNewt/pyshark,https://pypi.org/project/pyshark/,KimiNewt,"Python wrapper for tshark, allowing python packet parsing using wireshark dissectors","demisto/pcap-http-extractor, demisto/pcap-miner"
pysigma,GNU Lesser General Public License v2 (LGPLv2),,https://pypi.org/project/pySigma/,Thomas Patzke thomas@patzke.org,Sigma rule processing and conversion tools,demisto/pysigma
pysigma-backend-carbonblack,MIT License,https://github.com/7RedViolin/pySigma-backend-carbonblack,https://pypi.org/project/pysigma-backend-carbonblack/,Cori Smith cs2718281@gmail.com,pySigma carbonblack backend,demisto/pysigma
pysigma-backend-cortexxdr,MIT License,https://github.com/7RedViolin/pySigma-backend-cortexxdr,https://pypi.org/project/pysigma-backend-cortexxdr/,Cori Smith cs2718281@gmail.com,pySigma CortexXDR backend,demisto/pysigma
pysigma-backend-elasticsearch,GNU Lesser General Public License v3 (LGPLv3),https://github.com/SigmaHQ/pySigma-backend-elasticsearch,https://pypi.org/project/pySigma-backend-elasticsearch/,Thomas Patzke thomas@patzke.org,"pySigma Elasticsearch backend supporting Lucene, ES|QL (with correlations) and EQL queries",demisto/pysigma
pySigma-backend-microsoft365defender,GNU Lesser General Public License v3 (LGPLv3),https://github.com/AttackIQ/pySigma-backend-kusto,https://pypi.org/project/pySigma-backend-microsoft365defender/,Stephen Lincoln stephen.lincoln@attackiq.com,This package has been renamed to pySigma-backend-kusto. Install pySigma-backend-kusto instead.,demisto/pysigma
pysigma-backend-qradar,LGPL-2.1-only,,https://pypi.org/project/pysigma-backend-qradar/,nNipsx-Sec nnipsxz@gmail.com,pySigma Qradar backend,demisto/pysigma
pysigma-backend-sentinelone,MIT License,https://github.com/7RedViolin/pySigma-backend-sentinelone,https://pypi.org/project/pysigma-backend-sentinelone/,Cori Smith cs2718281@gmail.com,pySigma SentinelOne backend,demisto/pysigma
pysigma-backend-splunk,LGPL-2.1-only,https://github.com/SigmaHQ/pySigma-backend-splunk,https://pypi.org/project/pysigma-backend-splunk/,Thomas Patzke thomas@patzke.org,pySigma Splunk backend,demisto/pysigma
pysmb,zlib/libpng License,https://miketeo.net/projects/pysmb,https://pypi.org/project/pysmb/,Michael Teo miketeo@miketeo.net,pysmb is an experimental SMB/CIFS library written in Python to support file sharing between Windows and Linux machines,"demisto/pysmb, demisto/smb"
pysnmp,,,https://pypi.org/project/pysnmp/,"Ilya Etingof <etingof@gmail.com>, ""LeXtudio Inc."" <support@lextudio.com>",A Python library for SNMP,demisto/panw-iot
PySocks,BSD,https://github.com/Anorov/PySocks,https://pypi.org/project/PySocks/,Anorov anorov.vorona@gmail.com,A Python SOCKS client module. See https://github.com/Anorov/PySocks for more information.,"demisto/opencti-v4.1.2, demisto/xgboost, demisto/ippysocks3, demisto/threatconnect-py3-sdk, demisto/fasttext, demisto/distorm3, demisto/pypdf2, demisto/pykafka, demisto/duoadmin, demisto/dxl2, demisto/smb, demisto/luminate, demisto/pytan, demisto/langdetect, demisto/python_zipfile, demisto/stomp, demisto/tld, demisto/exifread, demisto/vertica, demisto/pymongo, demisto/openssh, demisto/emoji, demisto/imap, demisto/opencti, demisto/pyjarm, demisto/paho-mqtt, demisto/asana, demisto/sendgrid, demisto/feed-parser-html, demisto/python3-arrow, demisto/dl-languages, demisto/stix, demisto/machine-learning, demisto/gvault, demisto/py2-exchangelib, demisto/xsoar-tools-hf, demisto/pymisp, demisto/threatconnect-tcex, demisto/matplotlib, demisto/aiohttp, demisto/xlrd-py3, demisto/smartsheet, demisto/twilio, demisto/tableau, demisto/solarwinds-orionsdk, demisto/tweepy, demisto/smime-encrypt, demisto/google-cloud-securitycenter, demisto/gql, demisto/archer, demisto/circleci, demisto/marketo, demisto/algorithmia, demisto/feed-parser, demisto/minio, demisto/intezer, demisto/ippysocks, demisto/dempcap, demisto/cloudshare, demisto/geopy, demisto/fetch-data, demisto/jmespath, demisto/python, demisto/bs4, demisto/boto3, demisto/pyjwt, demisto/python-deb, demisto/blueliv, demisto/google-api, demisto/nmap, demisto/hashicorp, demisto/iputils, demisto/cloaken, demisto/uptycs, demisto/ssl-analyze, demisto/cymruwhois, demisto/fp-smc, demisto/websockets, demisto/joe-security, demisto/confluent-kafka, demisto/azure-kusto-data, demisto/oauthlib, demisto/pyjwt3, demisto/stix2, demisto/winrm, demisto/akamai, demisto/zabbix, demisto/dnspython, demisto/pydantic-jwt3, demisto/duoadmin3, demisto/python_pancloud, demisto/opencti-v4, demisto/rakyll-hey, demisto/nltk, demisto/threatconnect-sdk, demisto/dxl, demisto/py-ews, demisto/docxpy, demisto/trustar, demisto/dnstwist, demisto/resilient, demisto/office-utils, demisto/zeep, demisto/pcap-http-extractor, demisto/tesseract, demisto/readpdf, demisto/m2crypto, demisto/google-cloud-translate, demisto/pcap-miner, demisto/pycef, demisto/axonius, demisto/lacework, demisto/argus-toolbelt, demisto/sharepoint, demisto/graphql, demisto/cyjax, demisto/etl2pcap, demisto/smbprotocol, demisto/ssdeep, demisto/jq, demisto/bs4-py3, demisto/python-phash, demisto/rubrik-polaris-sdk-py3, demisto/glpi, demisto/exodusintelligence, demisto/ippysocks-py3, demisto/armorblox, demisto/py3-native, demisto/datadog-api-client, demisto/stringsifter, demisto/kubernetespy, demisto/python3-9-deb, demisto/cyberchef, demisto/google-cloud-storage, demisto/python3-ubi, demisto/reversinglabs-sdk-py3, demisto/taxii-server, demisto/pysigma, demisto/splunksdk, demisto/faker3, demisto/carbon-black-cloud, demisto/polyswarm, demisto/btfl-soup, demisto/taxii, demisto/sklearn, demisto/bs4-tld, demisto/octoxlabs, demisto/teams, demisto/commvault, demisto/flask-nginx, demisto/bottle, demisto/py3-tools, demisto/fastapi, demisto/vendors-sdk, demisto/opencv, demisto/yolo-coco, demisto/unifi-video, demisto/qrcode, demisto/slack-bolt, demisto/elasticsearch, demisto/python3, demisto/keepercommander, demisto/sane-doc-reports, demisto/ml, demisto/xslxwriter, demisto/syslog, demisto/chromium, demisto/google-kms, demisto/ansible-runner, demisto/xsoar-tools, demisto/processing-image-file, demisto/sublime, demisto/vmware, demisto/ldap, demisto/pandas, demisto/pyotrs, demisto/crypto, demisto/slack, demisto/python_pancloud_v2, demisto/genericsql, demisto/py3ews, demisto/ntlm, demisto/xml-feed, demisto/pymisp2, demisto/accessdata, demisto/ibm-db2, demisto/pycountry, demisto/keeper-ksm, demisto/illumio, demisto/splunksdk-py3, demisto/sse-client, demisto/sixgill, demisto/netmiko, demisto/feed-performance-test, demisto/lxml, demisto/parse-emails, demisto/pan-os-python, demisto/opnsense, demisto/gdetect, demisto/pytmv1, demisto/python3-deb, demisto/snowflake, demisto/sane-pdf-reports, demisto/google-k8s-engine, demisto/mlurlphishing, demisto/yarapy, demisto/py42, demisto/taxii2, demisto/bigquery, demisto/py3-tools-ubi, demisto/oci, demisto/privx-api, demisto/anyrun-sdk, demisto/google-vision-api, demisto/netutils, demisto/googleapi-python3, demisto/google-api-py3, demisto/slackv3, demisto/auth-utils, demisto/boto3py3, demisto/mlclustering, demisto/panw-iot, demisto/aquatone, demisto/devo, demisto/unzip, demisto/greynoise, demisto/tidy, demisto/demisto-sdk, demisto/xpanse-ml-ev2"
